name,hp,average_price,age,converted_retreat_cost,pokedex_nr,type,damage,converted_energy_cost,resistance,weakness
Sharpedo,120,0.03,286,1,319,11,35,1.5,120,240
Buizel,70,0.02,286,1,418,11,10,1.0,70,140
Floatzel,110,0.03,286,1,419,11,30,1.0,110,220
Tympole,70,0.03,286,1,535,11,10,1.0,70,140
Palpitoad,100,0.04,286,2,536,11,50,2.0,100,200
Seismitoad,170,0.05,286,3,537,11,120,2.0,170,340
Cubchoo,70,0.04,286,2,613,11,15,1.5,70,140
Beartic,150,0.03,286,3,614,11,100,2.0,150,300
Cryogonal,90,0.03,286,1,615,11,30,1.0,90,180
Froakie,70,0.04,286,1,656,11,30,1.0,70,140
Frogadier,90,0.04,286,1,657,11,40,2.0,90,180
Wiglett,60,0.03,286,1,960,11,10,1.0,60,120
Wugtrio,90,0.03,286,1,961,11,50,1.0,90,180
Finizen,50,0.04,286,2,963,11,5,0.5,50,100
Finizen,90,0.04,286,2,963,11,30,2.0,90,180
Palafin,150,0.15,286,2,964,11,120,1.5,150,300
Magnemite,60,0.03,286,1,81,8,15,1.5,60,120
Magneton,90,0.04,286,2,82,8,45,2.0,90,180
Magnezone,170,0.07,286,2,462,8,115,2.0,170,340
Tyranitar ex,340,2.91,286,4,248,8,135,1.5,340,680
Tynamo,40,0.03,286,1,602,8,20,1.5,40,80
Eelektrik,90,0.04,286,2,603,8,40,2.0,90,180
Eelektross,160,0.05,286,3,604,8,65,1.5,160,320
Thundurus,110,0.05,286,2,642,8,140,2.0,110,220
Toxel,70,0.03,286,1,848,8,30,1.0,70,140
Toxtricity,140,0.04,286,2,849,8,25,1.0,140,280
Tadbulb,50,0.04,286,1,938,8,15,1.5,50,100
Tadbulb,60,0.04,286,1,938,8,40,2.0,60,120
Tadbulb,60,0.04,286,2,938,8,20,2.0,60,120
Bellibolt,130,0.06,286,2,939,8,70,2.0,130,260
Bellibolt,140,0.06,286,3,939,8,100,3.0,140,280
Clefairy,60,0.04,286,1,35,10,30,2.0,60,120
Clefable ex,260,1.7,286,2,36,10,170,3.0,260,520
Togepi,50,0.03,286,1,175,10,10,1.0,50,100
Togetic,90,0.04,286,1,176,10,20,1.0,90,180
Espeon,110,11.73,286,1,196,10,45,1.5,140,220
Snubbull,80,0.04,286,2,209,10,20,1.5,80,160
Granbull,130,0.03,286,2,210,10,105,2.5,130,260
Mawile,100,0.04,286,2,303,10,30,1.0,100,200
Spoink,70,0.04,286,1,325,10,15,1.5,100,140
Grumpig,120,0.03,286,1,326,10,50,1.5,150,240
Lunatone,90,0.04,286,1,337,10,100,3.0,120,180
Solrock,90,0.03,286,1,338,10,25,1.0,120,180
Baltoy,70,0.03,286,2,343,10,10,1.0,100,140
Claydol,120,0.04,286,2,344,10,15,0.5,150,240
Vespiquen ex,270,1.43,286,2,416,10,100,1.5,300,540
Sinistea,30,0.03,286,1,854,10,10,1.0,60,60
Polteageist,70,0.03,286,2,855,10,0,0.0,100,140
Greavard,70,0.03,286,2,971,10,15,1.5,100,140
Greavard,80,0.04,286,3,971,10,30,3.0,110,160
Houndstone,140,0.03,286,3,972,10,55,2.5,170,280
Houndstone ex,260,1.29,286,3,972,10,95,2.0,290,520
Diglett,50,0.03,286,1,50,5,30,1.0,50,100
Dugtrio,90,0.03,286,1,51,5,50,1.0,90,180
Larvitar,70,0.04,286,1,246,5,20,1.5,70,140
Pupitar,80,0.04,286,1,247,5,40,1.5,80,160
Nosepass,90,0.04,286,3,299,5,15,1.0,90,180
Barboach,70,0.04,286,2,339,5,10,1.0,70,140
Whiscash,140,0.03,286,3,340,5,70,2.0,140,280
Drilbur,70,0.04,286,2,529,5,10,1.0,70,140
Stunfisk,120,0.03,286,3,618,5,30,1.0,120,240
Diggersby,140,0.03,286,4,660,5,85,2.5,140,280
Crabrawler,90,0.03,286,3,739,5,45,2.5,90,180
Crabominable,160,0.03,286,4,740,5,110,2.5,160,320
Rockruff,60,0.03,286,1,744,5,20,1.0,60,120
Lycanroc,130,0.03,286,2,745,5,95,2.0,130,260
Toedscool,60,0.03,286,1,948,5,15,1.5,60,120
Toedscruel,130,0.03,286,2,949,5,70,2.5,130,260
Klawf ex,220,1.38,286,3,950,5,100,3.0,220,440
Glimmet,60,0.04,286,1,969,5,5,0.5,60,120
Glimmet,70,0.04,286,2,969,5,20,2.0,70,140
Glimmora ex,270,1.32,286,3,970,5,140,2.0,270,540
Koraidon ex,230,1.49,286,2,1007,5,125,2.0,230,460
Charizard ex,330,9.7,286,2,6,2,180,2.0,330,660
Paldean Wooper,60,0.03,286,1,194,2,0,0.0,60,120
Paldean Wooper,70,0.04,286,2,194,2,30,2.0,70,140
Paldean Clodsire,140,0.05,286,3,980,2,60,2.0,140,280
Paldean Clodsire,140,0.06,286,3,980,2,40,1.5,140,280
Umbreon,110,23.54,286,1,197,2,70,1.5,110,220
Houndour,50,0.05,286,1,228,2,15,1.0,50,100
Houndour,70,0.04,286,1,228,2,40,2.0,70,140
Houndoom,130,0.04,286,2,229,2,90,2.5,130,260
Houndoom ex,270,1.43,286,2,229,2,155,2.5,270,540
Absol ex,210,1.75,286,1,359,2,50,1.5,210,420
Darkrai,130,0.06,286,2,491,2,70,2.0,130,260
Inkay,60,0.03,286,1,686,2,30,2.0,60,120
Malamar,120,0.03,286,2,687,2,90,3.0,120,240
Salandit,70,0.03,286,1,757,2,20,1.5,70,140
Salazzle,120,0.03,286,1,758,2,55,1.5,120,240
Scizor,140,0.07,286,2,212,9,40,1.5,170,280
Skarmory,120,0.03,286,1,227,9,70,2.0,150,240
Mawile,90,0.05,286,1,303,9,90,3.0,120,180
Bronzor,70,0.04,286,2,436,9,15,1.0,100,140
Bronzong,140,0.03,286,3,437,9,45,1.5,170,280
Probopass,150,0.03,286,4,476,9,100,2.5,180,300
Excadrill,120,0.03,286,2,530,9,60,1.0,150,240
Pawniard,70,0.03,286,1,624,9,10,1.0,100,140
Bisharp,110,0.04,286,2,625,9,35,1.5,140,220
Kingambit,180,0.07,286,4,983,9,70,1.5,210,360
Togedemaru,80,0.03,286,1,777,9,25,1.0,110,160
Meltan,70,0.04,286,1,808,9,20,1.0,100,140
Melmetal ex,300,1.33,286,4,809,9,45,2.0,330,600
Varoom,60,0.05,286,1,965,9,10,1.0,90,120
Varoom,70,0.04,286,2,965,9,30,2.0,100,140
Revavroom ex,280,1.3,286,1,966,9,170,3.0,310,560
Dratini,70,0.04,286,1,147,3,20,1.0,70,70
Dragonair,100,0.05,286,2,148,3,50,1.5,100,100
Dragonite ex,330,3.32,286,2,149,3,105,1.5,330,330
Altaria,120,0.04,286,1,334,3,70,1.5,120,120
Drampa,120,0.08,286,2,780,3,60,2.0,120,120
Pidgey,60,0.05,286,1,16,1,20,1.0,90,120
Pidgeotto,90,0.04,286,1,17,1,40,2.0,120,180
Kangaskhan,130,0.04,286,2,115,1,45,1.5,130,260
Eevee,70,0.06,286,1,133,1,10,1.0,70,140
Zigzagoon,70,0.04,286,1,263,1,15,1.5,70,140
Swablu,50,0.04,286,1,333,1,10,1.0,80,100
Lillipup,50,0.03,286,1,506,1,20,1.0,50,100
Herdier,90,0.03,286,2,507,1,40,1.5,90,180
Stoutland,160,0.06,286,3,508,1,95,2.0,160,320
Audino,100,0.04,286,1,531,1,40,1.5,100,200
Bouffalant,120,0.06,286,2,626,1,50,2.0,120,240
Bunnelby,70,0.03,286,1,659,1,10,1.0,70,140
Yungoos,70,0.04,286,1,734,1,10,1.0,70,140
Gumshoos,120,0.03,286,2,735,1,45,1.5,120,240
Skwovet,60,0.03,286,1,819,1,5,0.5,60,120
Greedent ex,260,1.23,286,2,820,1,105,1.5,260,520
Lechonk,60,0.04,286,1,915,1,20,1.0,60,120
Lechonk,70,0.05,286,2,915,1,20,2.0,70,140
Lechonk,70,0.03,286,2,915,1,15,1.5,70,140
Oinkologne,120,0.05,286,2,916,1,95,2.5,120,240
Oinkologne,130,0.05,286,2,916,1,35,1.5,130,260
Flamigo,120,0.03,286,2,973,1,40,1.5,150,240
Gloom,80,3.76,286,2,44,7,10,0.5,80,160
Ninetales,120,9.36,286,1,38,6,10,0.5,120,240
Palafin,150,2.23,286,2,964,11,120,1.5,150,300
Bellibolt,140,1.89,286,3,939,8,100,3.0,140,280
Larvitar,70,2.14,286,1,246,5,20,1.5,70,140
Houndour,50,2.34,286,1,228,2,15,1.0,50,100
Scizor,140,4.66,286,2,212,9,40,1.5,170,280
Varoom,60,1.45,286,1,965,9,10,1.0,90,120
Pidgey,60,4.23,286,1,16,1,20,1.0,90,120
Pidgeotto,90,3.63,286,1,17,1,40,2.0,120,180
Lechonk,60,2.07,286,1,915,1,20,1.0,60,120
Eiscue ex,210,2.07,286,2,875,6,160,3.0,210,420
Tyranitar ex,340,4.7,286,4,248,8,135,1.5,340,680
Vespiquen ex,270,2.0,286,2,416,10,100,1.5,300,540
Glimmora ex,270,1.5,286,3,970,5,140,2.0,270,540
Absol ex,210,2.32,286,1,359,2,50,1.5,210,420
Charizard ex,330,14.63,286,2,6,2,180,2.0,330,660
Revavroom ex,280,1.45,286,1,966,9,170,3.0,310,560
Eiscue ex,210,3.54,286,2,875,6,160,3.0,210,420
Charizard ex,330,54.55,286,2,6,2,180,2.0,330,660
Revavroom ex,280,3.43,286,1,966,9,170,3.0,310,560
Charizard ex,330,22.65,286,2,6,2,180,2.0,330,660
Annihilape ex,320,0.65,508,2,979,5,85,1.5,320,640
Tinkaton ex,300,10.69,508,2,959,10,85,2.5,300,600
Chien-Pao ex,220,7.78,508,2,1002,11,60,2.0,220,440
Palafin,150,3.65,508,2,964,11,120,1.5,150,300
Mawile,90,3.45,508,1,303,9,90,3.0,120,180
Paldean Wooper,60,2.38,508,1,194,2,15,1.5,60,120
Charmander,60,4.75,508,1,4,6,30,1.0,60,120
Pawmi,50,2.23,508,1,921,8,20,2.0,50,100
Houndstone,130,0.25,508,3,972,10,50,1.5,160,260
Eevee,60,0.56,508,1,133,1,15,1.5,60,120
Bulbasaur,70,19.55,244,2,1,7,20,2.0,70,140
Ivysaur,100,0.05,244,3,2,7,55,2.5,100,200
Venusaur ex,340,2.66,244,4,3,7,150,3.0,340,680
Charmander,70,56.4,244,1,4,6,15,1.0,70,140
Charmeleon,100,0.05,244,2,5,6,55,2.0,100,200
Charizard ex,330,6.51,244,2,6,6,195,2.5,330,660
Squirtle,60,0.05,244,1,7,11,10,1.0,60,120
Wartortle,100,0.08,244,2,8,11,25,1.0,100,200
Blastoise ex,330,2.91,244,3,9,11,140,2.0,330,660
Caterpie,50,0.03,244,1,10,7,10,1.0,50,100
Metapod,90,0.07,244,3,11,7,10,0.5,90,180
Butterfree,130,0.04,244,1,12,7,30,0.5,130,260
Weedle,50,0.04,244,1,13,7,15,1.5,50,100
Kakuna,80,0.06,244,3,14,7,20,2.0,80,160
Beedrill,130,0.13,244,1,15,7,70,2.0,130,260
Pidgey,50,0.08,244,1,16,1,10,1.0,80,100
Rattata,40,0.03,244,1,19,1,20,2.0,40,80
Spearow,50,0.04,244,1,21,1,10,1.0,80,100
Ekans,70,0.03,244,2,23,2,30,2.0,70,140
Arbok ex,270,1.81,244,2,24,2,110,2.5,270,540
Pikachu,60,0.11,244,1,25,8,25,1.5,60,120
Raichu,120,0.11,244,1,26,8,180,3.0,120,240
Sandshrew,60,0.04,244,1,27,5,30,2.0,60,120
Sandslash,120,0.04,244,2,28,5,55,2.0,120,240
Nidoran ♀,60,0.07,244,1,29,2,20,2.0,60,120
Nidorina,90,0.04,244,2,30,2,25,1.0,90,180
Nidoqueen,170,0.05,244,3,31,2,125,2.5,170,340
Nidoran ♂,60,0.06,244,1,32,2,20,1.0,60,120
Nidorino,90,0.04,244,2,33,2,65,2.0,90,180
Nidoking,170,0.12,244,3,34,2,190,4.0,170,340
Clefairy,60,0.03,244,1,35,10,10,1.0,60,120
Clefable,100,0.04,244,2,36,10,25,1.5,100,200
Vulpix,70,0.03,244,1,37,6,20,2.0,70,140
Ninetales ex,260,1.3,244,2,38,6,55,1.5,260,520
Jigglypuff,70,0.04,244,1,39,1,10,1.0,70,140
Wigglytuff ex,250,1.17,244,3,40,1,90,3.0,250,500
Zubat,40,0.03,244,1,41,2,10,1.0,70,80
Golbat,80,0.04,244,1,42,2,0,0.0,110,160
Oddish,60,0.03,244,1,43,7,20,2.0,60,120
Gloom,70,0.04,244,1,44,7,30,2.0,70,140
Vileplume,140,0.12,244,2,45,7,90,3.0,140,280
Paras,70,0.03,244,2,46,7,15,1.5,70,140
Parasect,120,0.04,244,2,47,7,25,1.0,120,240
Venonat,70,0.04,244,2,48,7,25,2.0,70,140
Venomoth,90,0.05,244,1,49,7,60,2.0,90,180
Diglett,50,0.03,244,1,50,5,20,1.5,50,100
Dugtrio,90,0.04,244,1,51,5,60,1.5,90,180
Meowth,70,0.03,244,1,52,1,10,1.0,70,140
Persian,110,0.04,244,1,53,1,70,3.0,110,220
Psyduck,70,0.03,244,1,54,11,5,0.5,70,140
Golduck,110,0.04,244,1,55,11,60,1.5,110,220
Mankey,60,0.03,244,1,56,5,20,1.0,60,120
Primeape,120,0.04,244,2,57,5,95,2.0,120,240
Growlithe,80,0.03,244,2,58,6,10,1.0,80,160
Arcanine,150,0.05,244,4,59,6,135,2.5,150,300
Poliwag,60,0.03,244,1,60,11,10,1.0,60,120
Poliwhirl,90,0.07,244,1,61,11,25,1.5,90,180
Poliwrath,160,0.04,244,2,62,11,75,2.0,160,320
Abra,50,0.04,244,1,63,10,20,1.0,80,100
Kadabra,80,0.13,244,1,64,10,30,1.0,110,160
Alakazam ex,310,1.7,244,1,65,10,105,2.0,340,620
Machop,70,0.03,244,2,66,5,15,1.0,70,140
Machoke,100,0.04,244,2,67,5,50,2.0,100,200
Machamp,180,0.12,244,2,68,5,100,2.0,180,360
Bellsprout,60,0.03,244,1,69,7,15,1.5,60,120
Weepinbell,90,0.07,244,2,70,7,40,1.5,90,180
Victreebel,150,0.04,244,3,71,7,85,1.5,150,300
Tentacool,60,0.03,244,1,72,11,15,1.5,60,120
Tentacruel,120,0.04,244,2,73,11,60,2.5,120,240
Geodude,80,0.03,244,2,74,5,10,1.0,80,160
Graveler,110,0.04,244,3,75,5,50,2.0,110,220
Golem ex,330,1.29,244,4,76,5,115,2.0,330,660
Ponyta,70,0.03,244,1,77,6,15,1.5,70,140
Rapidash,100,0.04,244,1,78,6,45,1.5,100,200
Slowpoke,80,0.03,244,2,79,10,10,1.0,110,160
Slowbro,130,0.04,244,2,80,10,80,1.5,160,260
Magnemite,60,0.03,244,1,81,8,35,1.5,60,120
Magneton,90,0.04,244,2,82,8,30,1.5,90,180
Farfetch'd,90,0.03,244,1,83,1,15,0.5,120,180
Doduo,70,0.04,244,1,84,1,30,1.0,100,140
Dodrio,100,0.13,244,1,85,1,10,1.0,130,200
Seel,80,0.03,244,2,86,11,20,1.0,80,160
Dewgong,130,0.04,244,2,87,11,50,1.5,130,260
Grimer,80,0.03,244,2,88,2,10,1.0,80,160
Muk,150,0.04,244,4,89,2,105,2.5,150,300
Shellder,70,0.03,244,2,90,11,30,2.0,70,140
Cloyster,130,0.04,244,3,91,11,80,2.0,130,260
Gastly,50,0.04,244,1,92,10,20,1.0,80,100
Haunter,80,0.04,244,1,93,10,30,2.0,110,160
Onix,120,0.04,244,4,95,5,90,3.0,120,240
Drowzee,80,0.03,244,2,96,10,30,2.0,110,160
Hypno,110,0.04,244,2,97,10,110,3.0,140,220
Krabby,70,0.04,244,1,98,11,25,1.5,70,140
Kingler,140,0.04,244,3,99,11,155,3.5,140,280
Voltorb,60,0.03,244,1,100,8,10,1.0,60,120
Electrode,90,0.11,244,1,101,8,45,1.5,90,180
Exeggcute,60,0.03,244,1,102,7,30,2.0,60,120
Exeggutor,140,0.04,244,3,103,7,80,2.5,140,280
Cubone,70,0.03,244,1,104,5,10,1.0,70,140
Marowak,120,0.12,244,2,105,5,75,1.5,120,240
Hitmonlee,120,0.04,244,2,106,5,50,1.5,120,240
Hitmonchan,120,0.04,244,1,107,5,60,2.0,120,240
Lickitung,100,0.03,244,4,108,1,70,3.0,100,200
Koffing,60,0.04,244,1,109,2,20,2.0,60,120
Weezing,110,0.14,244,2,110,2,50,2.0,110,220
Rhyhorn,100,0.03,244,3,111,5,45,2.5,100,200
Rhydon,120,0.04,244,4,112,5,35,2.5,120,240
Chansey,110,0.12,244,2,113,1,70,3.0,110,220
Tangela,80,0.03,244,2,114,7,10,1.0,80,160
Kangaskhan ex,230,1.31,244,2,115,1,50,1.5,230,460
Horsea,60,0.04,244,1,116,11,25,2.0,60,120
Seadra,80,0.04,244,1,117,11,50,3.0,80,160
Goldeen,70,0.03,244,1,118,11,15,1.5,70,140
Seaking,110,0.04,244,2,119,11,35,2.0,110,220
Staryu,60,0.04,244,1,120,11,30,2.0,60,120
Starmie,90,0.11,244,1,121,11,50,2.0,90,180
Mr. Mime,90,0.13,244,1,122,10,0,0.0,120,180
Jynx ex,200,1.78,244,2,124,11,60,1.5,200,400
Electabuzz,90,0.13,244,2,125,8,20,1.5,90,180
Magmar,90,0.03,244,2,126,6,45,2.0,90,180
Pinsir,120,0.04,244,2,127,7,60,2.5,120,240
Tauros,120,0.05,244,2,128,1,15,1.0,120,240
Magikarp,30,0.03,244,1,129,11,0,0.0,30,60
Gyarados,190,0.12,244,4,130,11,200,4.0,190,380
Lapras,110,0.05,244,1,131,11,45,1.5,110,220
Ditto,60,0.14,244,1,132,1,10,1.0,60,120
Eevee,70,0.04,244,1,133,1,5,0.5,70,140
Vaporeon,130,0.2,244,2,134,11,60,2.0,130,260
Flareon,130,0.2,244,2,136,6,60,2.0,130,260
Porygon,60,0.03,244,1,137,1,0,0.0,60,120
Omanyte,100,0.05,244,2,138,11,50,2.0,100,200
Omastar,150,0.13,244,3,139,11,90,2.0,150,300
Kabuto,90,0.04,244,2,140,5,70,2.0,90,180
Kabutops,160,0.14,244,2,141,5,100,3.0,160,320
Snorlax,150,0.06,244,4,143,1,130,3.0,150,300
Articuno,120,0.17,244,2,144,11,110,3.0,150,240
Zapdos ex,200,1.69,244,2,145,8,120,3.0,230,400
Moltres,120,0.16,244,2,146,6,0,0.0,150,240
Dratini,60,0.06,244,1,147,3,25,1.5,60,60
Dragonair,100,0.05,244,2,148,3,55,1.5,100,100
Dragonite,180,0.23,244,3,149,3,180,2.0,180,180
Mewtwo,130,0.26,244,2,150,10,75,2.5,160,260
Bulbasaur,70,25.96,244,2,1,7,20,2.0,70,140
Ivysaur,100,22.69,244,3,2,7,55,2.5,100,200
Charmander,70,30.4,244,1,4,6,15,1.0,70,140
Charmeleon,100,26.74,244,2,5,6,55,2.0,100,200
Squirtle,60,27.26,244,1,7,11,10,1.0,60,120
Wartortle,100,24.59,244,2,8,11,25,1.0,100,200
Caterpie,50,10.78,244,1,10,7,10,1.0,50,100
Pikachu,60,23.19,244,1,25,8,25,1.5,60,120
Nidoking,170,11.15,244,3,34,2,190,4.0,170,340
Psyduck,70,12.69,244,1,54,11,5,0.5,70,140
Poliwhirl,90,14.28,244,1,61,11,25,1.5,90,180
Machoke,100,10.34,244,2,67,5,50,2.0,100,200
Tangela,80,9.21,244,2,114,7,10,1.0,80,160
Mr. Mime,90,9.25,244,1,122,10,0,0.0,120,180
Omanyte,100,8.73,244,2,138,11,50,2.0,100,200
Dragonair,100,22.9,244,2,148,3,55,1.5,100,100
Venusaur ex,340,23.96,244,4,3,7,150,3.0,340,680
Charizard ex,330,54.09,244,2,6,6,195,2.5,330,660
Blastoise ex,330,30.95,244,3,9,11,140,2.0,330,660
Arbok ex,270,16.52,244,2,24,2,110,2.5,270,540
Ninetales ex,260,20.69,244,2,38,6,55,1.5,260,520
Wigglytuff ex,250,14.87,244,3,40,1,90,3.0,250,500
Alakazam ex,310,19.0,244,1,65,10,105,2.0,340,620
Golem ex,330,15.37,244,4,76,5,115,2.0,330,660
Kangaskhan ex,230,13.96,244,2,115,1,50,1.5,230,460
Jynx ex,200,15.45,244,2,124,11,60,1.5,200,400
Zapdos ex,200,19.84,244,2,145,8,120,3.0,230,400
Venusaur ex,340,45.32,244,4,3,7,150,3.0,340,680
Charizard ex,330,121.07,244,2,6,6,195,2.5,330,660
Blastoise ex,330,47.15,244,3,9,11,140,2.0,330,660
Alakazam ex,310,36.13,244,1,65,10,105,2.0,340,620
Zapdos ex,200,46.93,244,2,145,8,120,3.0,230,400
Meowscarada ex,310,1.3,508,2,908,7,100,2.0,310,620
Skeledirge ex,340,1.18,508,3,911,6,160,1.5,340,680
Quaquaval ex,320,1.1,508,2,914,11,145,1.5,320,640
Bulbasaur,70,0.23,508,2,1,7,50,3.0,70,140
Charmander,70,0.31,508,1,4,6,40,2.0,70,140
Squirtle,70,0.24,508,2,7,11,20,2.0,70,140
Zapdos ex,200,0.58,508,2,145,8,120,3.0,230,400
Alakazam ex,310,0.38,508,1,65,10,105,2.0,340,620
Snorlax,150,0.73,508,4,143,1,130,3.0,150,300
Mewtwo,130,4.8,508,2,150,10,75,2.5,160,260
Greninja ex,300,11.55,508,1,658,11,60,1.0,300,600
Kangaskhan ex,230,10.36,508,2,115,1,50,1.5,230,460
Surskit,50,0.03,202,1,283,7,10,1.0,50,100
Masquerain,100,0.03,202,1,284,7,35,1.0,100,200
Pansage,70,0.03,202,1,511,7,15,1.5,70,140
Simisage,100,0.04,202,1,512,7,100,3.0,100,200
Froslass ex,250,0.98,202,1,478,7,140,2.0,250,500
Dwebble,60,0.03,202,1,557,7,20,2.0,60,120
Crustle,130,0.04,202,3,558,7,75,2.5,130,260
Bounsweet,60,0.04,202,1,761,7,10,1.0,60,120
Blipbug,50,0.03,202,1,824,7,30,1.0,50,100
Steenee,90,0.04,202,2,762,7,35,1.5,90,180
Nymble,50,0.04,202,1,919,7,30,2.0,50,100
Dottler,80,0.03,202,2,825,7,10,1.0,80,160
Crocalor,100,0.04,202,3,910,6,90,2.0,100,200
Charcadet,80,0.05,202,2,935,6,25,1.5,80,160
Armarouge ex,260,1.03,202,2,936,6,40,2.0,260,520
Feebas,30,0.03,202,1,349,11,0,0.0,30,60
Orbeetle,130,0.03,202,1,826,7,65,1.5,130,260
Toedscruel,120,0.06,202,2,949,7,80,3.0,120,240
Simisear,100,0.03,202,1,514,6,190,4.0,100,200
Volcanion,130,0.06,202,2,721,6,70,2.5,130,260
Seadra,90,0.04,202,1,117,11,50,2.0,90,180
Kingdra,150,0.1,202,1,230,11,60,1.0,150,300
Toedscool,60,0.03,202,1,948,7,30,2.5,60,120
Pansear,70,0.03,202,1,513,6,10,1.5,70,140
Charcadet,60,0.04,202,1,935,6,10,1.0,60,120
Horsea,60,0.03,202,1,116,11,20,1.0,60,120
Remoraid,70,0.03,202,1,223,11,10,1.0,70,140
Toedscool,50,0.04,202,1,948,7,15,1.0,50,100
Wo-Chien,130,0.09,202,3,1001,7,70,2.0,130,260
Fuecoco,80,0.03,202,2,909,6,20,1.5,80,160
Chi-Yu,110,0.08,202,1,1004,6,25,1.0,110,220
Octillery,110,0.04,202,2,224,11,60,2.0,110,220
Milotic,120,0.09,202,2,350,11,60,2.0,120,240
Chien-Pao,120,0.1,202,1,1002,11,65,1.5,120,240
Plusle,70,0.04,202,1,311,8,10,2.0,70,140
Blitzle,60,0.03,202,1,522,8,30,2.0,60,120
Galvantula,100,0.04,202,1,596,8,50,1.0,100,200
Oricorio,90,0.03,202,1,741,8,25,1.0,90,180
Tapu Koko ex,210,0.9,202,1,785,8,105,2.5,210,420
Iron Hands ex,230,15.02,202,4,992,8,140,3.5,230,460
Latios,110,0.14,202,1,381,10,100,2.0,140,220
Simipour,100,0.04,202,1,516,11,50,3.0,100,200
Vanillish,90,0.03,202,2,583,11,60,2.0,90,180
Wimpod,70,0.03,202,2,767,11,10,1.0,70,140
Veluza,120,0.03,202,2,976,11,60,3.0,120,240
Iron Bundle,100,0.07,202,1,991,11,80,3.0,100,200
Palkia,130,0.09,202,2,484,11,55,2.5,130,260
Vanilluxe,150,0.05,202,2,584,11,110,2.0,150,300
Wimpod,70,0.03,202,2,767,11,15,1.5,70,140
Wiglett,50,0.04,202,1,960,11,10,1.0,50,100
Wiglett,60,0.05,202,1,960,11,30,2.0,60,120
Minun,70,0.03,202,1,312,8,20,1.0,70,140
Zebstrika,120,0.03,202,1,523,8,75,1.5,120,240
Joltik,40,0.03,202,1,595,8,10,1.0,40,80
Zekrom,130,0.09,202,2,644,8,75,2.0,130,260
Toxel,70,0.03,202,2,848,8,60,2.0,70,140
Xatu,100,0.14,202,1,178,10,80,3.0,130,200
Snorunt,60,0.03,202,1,361,11,10,1.0,60,120
Panpour,70,0.03,202,1,515,11,15,1.5,70,140
Vanillite,60,0.03,202,1,582,11,40,2.0,60,120
Tsareena ex,310,1.6,202,2,763,11,90,1.0,310,620
Golisopod,140,0.31,202,2,768,11,75,2.0,140,280
Golisopod ex,270,0.82,202,3,768,11,120,2.5,270,540
Wugtrio,90,0.04,202,2,961,11,70,2.0,90,180
Dondozo,160,0.03,202,4,977,11,90,2.5,160,320
Mewtwo ex,230,2.51,202,2,150,8,5,1.0,230,460
Natu,50,0.05,202,1,177,10,10,1.0,80,100
Yamask,70,0.03,202,2,562,10,0,0.0,100,140
Pumpkaboo,60,0.03,202,2,710,10,25,1.5,90,120
Tinkatuff,80,0.04,202,2,958,10,20,1.0,80,160
Tinkaton,130,0.04,202,2,959,10,45,1.0,130,260
Deoxys,120,0.1,202,1,386,10,75,2.0,150,240
Cofagrigus ex,260,0.92,202,2,563,10,110,2.0,290,520
Gourgeist,110,0.04,202,2,711,10,100,3.0,140,220
Flittle,40,0.04,202,1,955,10,10,1.0,70,80
Flittle,50,0.05,202,1,955,10,10,2.0,80,100
Tinkatink,70,0.05,202,2,957,10,40,1.0,70,140
Espathra,120,0.08,202,1,956,10,70,2.0,150,240
Tinkatink,60,0.05,202,1,957,10,5,0.5,60,120
Scream Tail,90,0.08,202,1,985,10,15,0.5,120,180
Minior,70,0.05,202,2,774,5,20,1.0,70,140
Flamigo,110,0.03,202,1,973,5,25,1.5,140,220
Zubat,50,0.03,202,1,41,2,10,1.0,80,100
Trubbish,70,0.03,202,2,568,2,20,2.0,70,140
Gimmighoul,70,0.06,202,2,999,10,20,1.0,100,140
Gimmighoul,50,0.06,202,1,999,10,10,1.0,80,100
Gliscor,120,0.04,202,2,472,5,60,2.0,120,240
Gible,70,0.05,202,1,443,5,20,1.0,70,140
Mienfoo,60,0.03,202,1,619,5,15,1.5,60,120
Toxtricity ex,260,0.9,202,2,849,5,170,2.5,260,520
Klawf,120,0.04,202,3,950,5,55,2.0,120,240
Sandy Shocks ex,220,1.66,202,2,989,5,200,3.0,220,440
Golbat,80,0.04,202,1,42,2,30,2.0,110,160
Absol,100,0.03,202,1,359,2,10,1.0,100,200
Yveltal,130,0.1,202,2,717,2,75,2.5,160,260
Thievul,110,0.09,202,1,828,2,60,2.0,110,220
Iron Valiant ex,220,1.85,202,2,1006,10,200,3.0,220,440
Onix,120,0.03,202,4,95,5,50,2.0,120,240
Purrloin,60,0.04,202,1,509,2,20,1.5,60,120
Liepard,100,0.04,202,1,510,2,30,1.0,100,200
Morpeko,70,0.1,202,1,877,2,70,2.0,70,140
Gligar,70,0.04,202,1,207,5,0,0.0,70,140
Groudon,130,0.12,202,3,383,5,30,1.5,130,260
Gabite,100,0.05,202,1,444,5,50,1.0,100,200
Mienshao,100,0.03,202,1,620,5,35,1.5,100,200
Hoopa ex,220,1.45,202,2,720,5,125,2.5,220,440
Nacli,60,0.03,202,2,932,5,15,1.5,60,120
Nacli,70,0.04,202,3,932,5,10,1.0,70,140
Naclstack,100,0.04,202,3,933,5,80,2.0,100,200
Garganacl,160,0.09,202,4,934,5,140,3.0,160,320
